Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Reactome_2016,Programmed Cell Death Homo sapiens R-HSA-5357801,2/166,0.0029495468813782,0.0402699855772135,0,0,30.22256097560976,176.07977492674317,PSMD10;PTK2
Reactome_2016,Signal Transduction Homo sapiens R-HSA-162582,5/2465,0.004173751073553,0.0402699855772135,0,0,7.126016260162602,39.04301630868976,PSMD10;PDE4C;OR2M5;PTK2;PFN2
Reactome_2016,Netrin mediated repulsion signals Homo sapiens R-HSA-418886,1/10,0.0049898178893478,0.0402699855772135,0,0,246.679012345679,1307.4865498601448,PTK2
Reactome_2016,GRB2 events in EGFR signaling Homo sapiens R-HSA-179812,2/235,0.0058136619948467,0.0402699855772135,0,0,21.198497854077253,109.12021347392655,PSMD10;PTK2
Reactome_2016,SHC1 events in EGFR signaling Homo sapiens R-HSA-180336,2/235,0.0058136619948467,0.0402699855772135,0,0,21.198497854077253,109.12021347392655,PSMD10;PTK2
Reactome_2016,SOS-mediated signalling Homo sapiens R-HSA-112412,2/235,0.0058136619948467,0.0402699855772135,0,0,21.198497854077253,109.12021347392655,PSMD10;PTK2
Reactome_2016,SHC1 events in ERBB4 signaling Homo sapiens R-HSA-1250347,2/235,0.0058136619948467,0.0402699855772135,0,0,21.198497854077253,109.12021347392655,PSMD10;PTK2
Reactome_2016,RAF/MAP kinase cascade Homo sapiens R-HSA-5673001,2/235,0.0058136619948467,0.0402699855772135,0,0,21.198497854077253,109.12021347392655,PSMD10;PTK2
Reactome_2016,FRS-mediated FGFR2 signaling Homo sapiens R-HSA-5654700,2/236,0.0058617866161495,0.0402699855772135,0,0,21.10683760683761,108.47438821214315,PSMD10;PTK2
Reactome_2016,FRS-mediated FGFR4 signaling Homo sapiens R-HSA-5654712,2/236,0.0058617866161495,0.0402699855772135,0,0,21.10683760683761,108.47438821214315,PSMD10;PTK2
Reactome_2016,FRS-mediated FGFR3 signaling Homo sapiens R-HSA-5654706,2/236,0.0058617866161495,0.0402699855772135,0,0,21.10683760683761,108.47438821214315,PSMD10;PTK2
Reactome_2016,FRS-mediated FGFR1 signaling Homo sapiens R-HSA-5654693,2/236,0.0058617866161495,0.0402699855772135,0,0,21.10683760683761,108.47438821214315,PSMD10;PTK2
Reactome_2016,Developmental Biology Homo sapiens R-HSA-1266738,3/786,0.0058978818345305,0.0402699855772135,0,0,10.512862616310892,53.964226931396645,PSMD10;PTK2;PFN2
Reactome_2016,ARMS-mediated activation Homo sapiens R-HSA-170984,2/239,0.0060072711901163,0.0402699855772135,0,0,20.83649789029536,106.57420016184636,PSMD10;PTK2
Reactome_2016,Signalling to p38 via RIT and RIN Homo sapiens R-HSA-187706,2/239,0.0060072711901163,0.0402699855772135,0,0,20.83649789029536,106.57420016184636,PSMD10;PTK2
Reactome_2016,Frs2-mediated activation Homo sapiens R-HSA-170968,2/240,0.0060561357564169,0.0402699855772135,0,0,20.747899159663863,105.95295110838458,PSMD10;PTK2
Reactome_2016,MAPK1/MAPK3 signaling Homo sapiens R-HSA-5684996,2/241,0.0061051849122103,0.0402699855772135,0,0,20.660041841004183,105.3376381387371,PSMD10;PTK2
Reactome_2016,Prolonged ERK activation events Homo sapiens R-HSA-169893,2/242,0.0061544184992499,0.0402699855772135,0,0,20.572916666666668,104.72818098889356,PSMD10;PTK2
Reactome_2016,Signaling by Leptin Homo sapiens R-HSA-2586552,2/243,0.006203836358946,0.0402699855772135,0,0,20.486514522821576,104.12450080316115,PSMD10;PTK2
Reactome_2016,Interleukin receptor SHC signaling Homo sapiens R-HSA-912526,2/245,0.0063032242642564,0.0402699855772135,0,0,20.31584362139918,102.93416274838243,PSMD10;PTK2
Reactome_2016,Signalling to RAS Homo sapiens R-HSA-167044,2/246,0.0063531939932655,0.0402699855772135,0,0,20.23155737704918,102.34735393301293,PSMD10;PTK2
Reactome_2016,VEGFR2 mediated cell proliferation Homo sapiens R-HSA-5218921,2/248,0.006453684212619,0.0402699855772135,0,0,20.065040650406505,101.19008908153462,PSMD10;PTK2
Reactome_2016,Signal regulatory protein (SIRP) family interactions Homo sapiens R-HSA-391160,1/13,0.006482395492037,0.0402699855772135,0,0,184.9814814814815,932.059746399125,PTK2
Reactome_2016,Interleukin-2 signaling Homo sapiens R-HSA-451927,2/252,0.0066568632828898,0.0402699855772135,0,0,19.74,98.9389898885836,PSMD10;PTK2
Reactome_2016,Signalling to ERKs Homo sapiens R-HSA-187687,2/253,0.0067081151791332,0.0402699855772135,0,0,19.66035856573705,98.3890310448228,PSMD10;PTK2
Reactome_2016,RHO GTPase Effectors Homo sapiens R-HSA-195258,2/255,0.0068111664205562,0.0402699855772135,0,0,19.50296442687747,97.30403200679588,PTK2;PFN2
Reactome_2016,DCC mediated attractive signaling Homo sapiens R-HSA-418885,1/14,0.0069794736802133,0.0402699855772135,0,0,170.74358974358975,847.7046615380154,PTK2
Reactome_2016,"Interleukin-3, 5 and GM-CSF signaling Homo sapiens R-HSA-512988",2/261,0.0071246884352202,0.0402699855772135,0,0,19.0453667953668,94.16389838471886,PSMD10;PTK2
Reactome_2016,NCAM signaling for neurite out-growth Homo sapiens R-HSA-375165,2/266,0.0073909434114876,0.0402699855772135,0,0,18.67992424242424,91.67172619510713,PSMD10;PTK2
Reactome_2016,GRB2:SOS provides linkage to MAPK signaling for Integrins Homo sapiens R-HSA-354194,1/15,0.0074763281564485,0.0402699855772135,0,0,158.53968253968253,776.212425317664,PTK2
Reactome_2016,p130Cas linkage to MAPK signaling for integrins Homo sapiens R-HSA-372708,1/15,0.0074763281564485,0.0402699855772135,0,0,158.53968253968253,776.212425317664,PTK2
Reactome_2016,Synthesis of glycosylphosphatidylinositol (GPI) Homo sapiens R-HSA-162710,1/16,0.0079729589968486,0.0402699855772135,0,0,147.96296296296296,714.9125872208035,PIGB
Reactome_2016,MAPK family signaling cascades Homo sapiens R-HSA-5683057,2/284,0.0083866843789053,0.0402699855772135,0,0,17.47163120567376,83.53379109077335,PSMD10;PTK2
Reactome_2016,IRS-mediated signalling Homo sapiens R-HSA-112399,2/284,0.0083866843789053,0.0402699855772135,0,0,17.47163120567376,83.53379109077335,PSMD10;PTK2
Reactome_2016,Insulin receptor signalling cascade Homo sapiens R-HSA-74751,2/287,0.0085582631090086,0.0402699855772135,0,0,17.285087719298247,82.2918484471722,PSMD10;PTK2
Reactome_2016,IGF1R signaling cascade Homo sapiens R-HSA-2428924,2/288,0.0086158106931674,0.0402699855772135,0,0,17.223776223776223,81.88452443204534,PSMD10;PTK2
Reactome_2016,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) Homo sapiens R-HSA-2404192,2/288,0.0086158106931674,0.0402699855772135,0,0,17.223776223776223,81.88452443204534,PSMD10;PTK2
Reactome_2016,IRS-related events triggered by IGF1R Homo sapiens R-HSA-2428928,2/288,0.0086158106931674,0.0402699855772135,0,0,17.223776223776223,81.88452443204534,PSMD10;PTK2
Reactome_2016,FCERI mediated MAPK activation Homo sapiens R-HSA-2871796,2/289,0.0086735353550921,0.0402699855772135,0,0,17.162891986062718,81.48046589431122,PSMD10;PTK2
Reactome_2016,Signaling by Insulin receptor Homo sapiens R-HSA-74752,2/311,0.0099879672310485,0.041127255894124,0,0,15.923139158576053,73.34793720247681,PSMD10;PTK2
Reactome_2016,VEGFA-VEGFR2 Pathway Homo sapiens R-HSA-4420097,2/320,0.0105499919687364,0.041127255894124,0,0,15.465408805031446,70.39282146793005,PSMD10;PTK2
Reactome_2016,Signaling by SCF-KIT Homo sapiens R-HSA-1433557,2/325,0.0108682613125227,0.041127255894124,0,0,15.222136222910216,68.83310783658636,PSMD10;PTK2
Reactome_2016,Signaling by VEGF Homo sapiens R-HSA-194138,2/328,0.0110612811916835,0.041127255894124,0,0,15.079754601226997,67.92380574738591,PSMD10;PTK2
Reactome_2016,Downstream signaling of activated FGFR2 Homo sapiens R-HSA-5654696,2/329,0.0111259632889455,0.041127255894124,0,0,15.032874617737004,67.62499361239374,PSMD10;PTK2
Reactome_2016,Downstream signaling of activated FGFR4 Homo sapiens R-HSA-5654716,2/329,0.0111259632889455,0.041127255894124,0,0,15.032874617737004,67.62499361239374,PSMD10;PTK2
Reactome_2016,Downstream signaling of activated FGFR3 Homo sapiens R-HSA-5654708,2/329,0.0111259632889455,0.041127255894124,0,0,15.032874617737004,67.62499361239374,PSMD10;PTK2
Reactome_2016,Signaling by ERBB4 Homo sapiens R-HSA-1236394,2/330,0.0111908162023708,0.041127255894124,0,0,14.986280487804878,67.32829015610594,PSMD10;PTK2
Reactome_2016,Signaling by FGFR4 Homo sapiens R-HSA-5654743,2/332,0.0113210338782642,0.041127255894124,0,0,14.893939393939394,66.74112574913774,PSMD10;PTK2
Reactome_2016,Downstream signaling of activated FGFR1 Homo sapiens R-HSA-5654687,2/332,0.0113210338782642,0.041127255894124,0,0,14.893939393939394,66.74112574913774,PSMD10;PTK2
Reactome_2016,Signaling by FGFR3 Homo sapiens R-HSA-5654741,2/333,0.0113863983367194,0.041127255894124,0,0,14.848187311178249,66.45062370850296,PSMD10;PTK2
Reactome_2016,Signaling by FGFR1 Homo sapiens R-HSA-5654736,2/336,0.0115835123939673,0.041127255894124,0,0,14.7125748502994,65.59119715038307,PSMD10;PTK2
Reactome_2016,Downstream signal transduction Homo sapiens R-HSA-186763,2/341,0.011915429053849,0.041127255894124,0,0,14.49188790560472,64.19792087449784,PSMD10;PTK2
Reactome_2016,DARPP-32 events Homo sapiens R-HSA-180024,1/24,0.0119379646683197,0.041127255894124,0,0,96.45893719806764,427.1232267263204,PDE4C
Reactome_2016,DAP12 signaling Homo sapiens R-HSA-2424491,2/344,0.0121166083792321,0.041127255894124,0,0,14.362573099415204,63.38459412768518,PSMD10;PTK2
Reactome_2016,Post-translational modification: synthesis of GPI-anchored proteins Homo sapiens R-HSA-163125,1/25,0.0124325865055395,0.041127255894124,0,0,92.4351851851852,405.55330287566494,PIGB
Reactome_2016,Signaling by EGFR Homo sapiens R-HSA-177929,2/355,0.0128672143874526,0.041127255894124,0,0,13.907223796033994,60.53915656073652,PSMD10;PTK2
Reactome_2016,DAP12 interactions Homo sapiens R-HSA-2172127,2/359,0.0131451800139926,0.041127255894124,0,0,13.74859943977591,59.5548099312381,PSMD10;PTK2
Reactome_2016,Signaling by FGFR2 Homo sapiens R-HSA-5654738,2/361,0.0132851613628641,0.041127255894124,0,0,13.670612813370472,59.07218829018487,PSMD10;PTK2
Reactome_2016,Integrin alphaIIb beta3 signaling Homo sapiens R-HSA-354192,1/27,0.0134211618656948,0.041127255894124,0,0,85.31623931623932,367.7917019980768,PTK2
Reactome_2016,Signaling by PDGF Homo sapiens R-HSA-186797,2/364,0.0134963782144593,0.041127255894124,0,0,13.55524861878453,58.35987153614481,PSMD10;PTK2
Reactome_2016,Signaling by FGFR Homo sapiens R-HSA-190236,2/366,0.0136380176012145,0.041127255894124,0,0,13.479395604395604,57.8925749583042,PSMD10;PTK2
Reactome_2016,Signaling by Rho GTPases Homo sapiens R-HSA-194315,2/367,0.0137090852980413,0.041127255894124,0,0,13.441780821917808,57.66116021948851,PTK2;PFN2
Reactome_2016,NGF signalling via TRKA from the plasma membrane Homo sapiens R-HSA-187037,2/374,0.0142111747477806,0.0419875617548063,0,0,13.184139784946236,56.08172702148976,PSMD10;PTK2
Reactome_2016,Signaling by Interleukins Homo sapiens R-HSA-449147,2/392,0.0155390641805827,0.0449028642853976,0,0,12.564102564102564,52.32192554843263,PSMD10;PTK2
Reactome_2016,Fc epsilon receptor (FCERI) signaling Homo sapiens R-HSA-2454202,2/395,0.0157654882803924,0.0449028642853976,0,0,12.466284987277351,51.73423516475656,PSMD10;PTK2
Reactome_2016,Signaling by Robo receptor Homo sapiens R-HSA-376176,1/32,0.0158887058240637,0.0449028642853976,0,0,71.53763440860214,296.3193797028303,PFN2
Reactome_2016,EPHA-mediated growth cone collapse Homo sapiens R-HSA-3928663,1/34,0.0168741674533513,0.047006609334336,0,0,67.1952861952862,274.2892350890436,PTK2
Reactome_2016,RHO GTPases Activate WASPs and WAVEs Homo sapiens R-HSA-5663213,1/36,0.0178587410119325,0.0490189797496161,0,0,63.34920634920635,254.99716559529236,PTK2
Reactome_2016,Platelet Aggregation (Plug Formation) Homo sapiens R-HSA-76009,1/37,0.0183506949831896,0.0490189797496161,0,0,61.58641975308642,246.2279153977221,PTK2
Reactome_2016,Apoptotic cleavage of cellular proteins Homo sapiens R-HSA-111465,1/37,0.0183506949831896,0.0490189797496161,0,0,61.58641975308642,246.2279153977221,PTK2
Reactome_2016,Gastrin-CREB signalling pathway via PKC and MAPK Homo sapiens R-HSA-881907,2/432,0.0186759978442148,0.0492137781029987,0,0,11.372093023255816,45.26679956655271,PSMD10;PTK2
Reactome_2016,Signalling by NGF Homo sapiens R-HSA-166520,2/450,0.0201694408542175,0.0524405462209656,0,0,10.905133928571429,42.56913520973165,PSMD10;PTK2
Reactome_2016,Netrin-1 signaling Homo sapiens R-HSA-373752,1/42,0.0208071402680988,0.0526934071724582,0,0,54.06233062330623,209.35416251688036,PTK2
Reactome_2016,EPHB-mediated forward signaling Homo sapiens R-HSA-3928662,1/42,0.0208071402680988,0.0526934071724582,0,0,54.06233062330623,209.35416251688036,PTK2
Reactome_2016,Regulation of activated PAK-2p34 by proteasome mediated degradation Homo sapiens R-HSA-211733,1/49,0.0242368708211977,0.0540757911035529,0,0,46.16203703703704,171.71724838044534,PSMD10
Reactome_2016,Cross-presentation of soluble exogenous antigens (endosomes) Homo sapiens R-HSA-1236978,1/49,0.0242368708211977,0.0540757911035529,0,0,46.16203703703704,171.71724838044534,PSMD10
Reactome_2016,CDK-mediated phosphorylation and removal of Cdc6 Homo sapiens R-HSA-69017,1/50,0.024725948817258,0.0540757911035529,0,0,45.21768707482993,167.3010120823387,PSMD10
Reactome_2016,Ubiquitin-dependent degradation of Cyclin D1 Homo sapiens R-HSA-69229,1/50,0.024725948817258,0.0540757911035529,0,0,45.21768707482993,167.3010120823387,PSMD10
Reactome_2016,Ubiquitin-dependent degradation of Cyclin D Homo sapiens R-HSA-75815,1/50,0.024725948817258,0.0540757911035529,0,0,45.21768707482993,167.3010120823387,PSMD10
Reactome_2016,Regulation of Apoptosis Homo sapiens R-HSA-169911,1/50,0.024725948817258,0.0540757911035529,0,0,45.21768707482993,167.3010120823387,PSMD10
Reactome_2016,Regulation of ornithine decarboxylase (ODC) Homo sapiens R-HSA-350562,1/50,0.024725948817258,0.0540757911035529,0,0,45.21768707482993,167.3010120823387,PSMD10
Reactome_2016,Apoptotic execution  phase Homo sapiens R-HSA-75153,1/51,0.0252148061968427,0.0540757911035529,0,0,44.31111111111111,163.07924167915206,PTK2
Reactome_2016,Vpu mediated degradation of CD4 Homo sapiens R-HSA-180534,1/51,0.0252148061968427,0.0540757911035529,0,0,44.31111111111111,163.07924167915206,PSMD10
Reactome_2016,Autodegradation of the E3 ubiquitin ligase COP1 Homo sapiens R-HSA-349425,1/51,0.0252148061968427,0.0540757911035529,0,0,44.31111111111111,163.07924167915206,PSMD10
Reactome_2016,p53-Independent DNA Damage Response Homo sapiens R-HSA-69610,1/52,0.0257034430516592,0.0540757911035529,0,0,43.4400871459695,159.03982037824832,PSMD10
Reactome_2016,p53-Independent G1/S DNA damage checkpoint Homo sapiens R-HSA-69613,1/52,0.0257034430516592,0.0540757911035529,0,0,43.4400871459695,159.03982037824832,PSMD10
Reactome_2016,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A Homo sapiens R-HSA-69601,1/52,0.0257034430516592,0.0540757911035529,0,0,43.4400871459695,159.03982037824832,PSMD10
Reactome_2016,Vif-mediated degradation of APOBEC3G Homo sapiens R-HSA-180585,1/53,0.0261918594705427,0.0540757911035529,0,0,42.6025641025641,155.17160141847094,PSMD10
Reactome_2016,SCF-beta-TrCP mediated degradation of Emi1 Homo sapiens R-HSA-174113,1/54,0.0266800555326239,0.0540757911035529,0,0,41.79664570230608,151.46431378315344,PSMD10
Reactome_2016,Stabilization of p53 Homo sapiens R-HSA-69541,1/54,0.0266800555326239,0.0540757911035529,0,0,41.79664570230608,151.46431378315344,PSMD10
Reactome_2016,AUF1 (hnRNP D0) binds and destabilizes mRNA Homo sapiens R-HSA-450408,1/54,0.0266800555326239,0.0540757911035529,0,0,41.79664570230608,151.46431378315344,PSMD10
Reactome_2016,Degradation of AXIN Homo sapiens R-HSA-4641257,1/54,0.0266800555326239,0.0540757911035529,0,0,41.79664570230608,151.46431378315344,PSMD10
Reactome_2016,Hh mutants that don't undergo autocatalytic processing are degraded by ERAD Homo sapiens R-HSA-5362768,1/55,0.0271680313352525,0.0540757911035529,0,0,41.02057613168724,147.90847858667095,PSMD10
Reactome_2016,Degradation of DVL Homo sapiens R-HSA-4641258,1/56,0.0276557869621033,0.0540757911035529,0,0,40.27272727272727,144.49533489369065,PSMD10
Reactome_2016,Hh mutants abrogate ligand secretion Homo sapiens R-HSA-5387390,1/57,0.0281433225032358,0.0540757911035529,0,0,39.5515873015873,141.21677360109922,PSMD10
Reactome_2016,NIK-->noncanonical NF-kB signaling Homo sapiens R-HSA-5676590,1/58,0.0286306380412391,0.0540757911035529,0,0,38.85575048732944,138.06527849839193,PSMD10
Reactome_2016,CDT1 association with the CDC6:ORC:origin complex Homo sapiens R-HSA-68827,1/58,0.0286306380412391,0.0540757911035529,0,0,38.85575048732944,138.06527849839193,PSMD10
Reactome_2016,Degradation of GLI1 by the proteasome Homo sapiens R-HSA-5610780,1/59,0.0291177336711439,0.0540757911035529,0,0,38.18390804597701,135.03387352863817,PSMD10
Reactome_2016,GLI3 is processed to GLI3R by the proteasome Homo sapiens R-HSA-5610785,1/59,0.0291177336711439,0.0540757911035529,0,0,38.18390804597701,135.03387352863817,PSMD10
Reactome_2016,Degradation of GLI2 by the proteasome Homo sapiens R-HSA-5610783,1/59,0.0291177336711439,0.0540757911035529,0,0,38.18390804597701,135.03387352863817,PSMD10
Reactome_2016,The role of GTSE1 in G2/M progression after G2 checkpoint Homo sapiens R-HSA-8852276,1/59,0.0291177336711439,0.0540757911035529,0,0,38.18390804597701,135.03387352863817,PSMD10
Reactome_2016,SCF(Skp2)-mediated degradation of p27/p21 Homo sapiens R-HSA-187577,1/59,0.0291177336711439,0.0540757911035529,0,0,38.18390804597701,135.03387352863817,PSMD10
Reactome_2016,Dectin-1 mediated noncanonical NF-kB signaling Homo sapiens R-HSA-5607761,1/61,0.030091265543298,0.0550109873230052,0,0,36.907407407407405,129.30585220246812,PSMD10
Reactome_2016,Autodegradation of Cdh1 by Cdh1:APC/C Homo sapiens R-HSA-174084,1/62,0.0305777019615051,0.0550109873230052,0,0,36.30054644808743,126.59758326788086,PSMD10
Reactome_2016,p53-Dependent G1/S DNA damage checkpoint Homo sapiens R-HSA-69580,1/63,0.0310639188209322,0.0550109873230052,0,0,35.71326164874552,123.9860268803296,PSMD10
Reactome_2016,p53-Dependent G1 DNA Damage Response Homo sapiens R-HSA-69563,1/63,0.0310639188209322,0.0550109873230052,0,0,35.71326164874552,123.9860268803296,PSMD10
Reactome_2016,Asymmetric localization of PCP proteins Homo sapiens R-HSA-4608870,1/63,0.0310639188209322,0.0550109873230052,0,0,35.71326164874552,123.9860268803296,PSMD10
Reactome_2016,Hedgehog ligand biogenesis Homo sapiens R-HSA-5358346,1/64,0.0315499162070124,0.0550109873230052,0,0,35.14462081128748,121.46628828977606,PSMD10
Reactome_2016,ER-Phagosome pathway Homo sapiens R-HSA-1236974,1/65,0.0320356942028436,0.0550109873230052,0,0,34.59375,119.03379191454992,PSMD10
Reactome_2016,G1/S DNA Damage Checkpoints Homo sapiens R-HSA-69615,1/65,0.0320356942028436,0.0550109873230052,0,0,34.59375,119.03379191454992,PSMD10
Reactome_2016,APC/C:Cdc20 mediated degradation of Securin Homo sapiens R-HSA-174154,1/66,0.0325212529076381,0.0550109873230052,0,0,34.05982905982906,116.68425597420442,PSMD10
Reactome_2016,Activation of NF-kappaB in B cells Homo sapiens R-HSA-1169091,1/66,0.0325212529076381,0.0550109873230052,0,0,34.05982905982906,116.68425597420442,PSMD10
Reactome_2016,Regulation of RAS by GAPs Homo sapiens R-HSA-5658442,1/67,0.0330065923938031,0.0550109873230052,0,0,33.54208754208754,114.4136695514984,PSMD10
Reactome_2016,Assembly of the pre-replicative complex Homo sapiens R-HSA-68867,1/67,0.0330065923938031,0.0550109873230052,0,0,33.54208754208754,114.4136695514984,PSMD10
Reactome_2016,Cyclin E associated events during G1/S transition Homo sapiens R-HSA-69202,1/68,0.0334917127632155,0.0552708074258904,0,0,33.03980099502488,112.21827165973409,PSMD10
Reactome_2016,Cyclin A:Cdk2-associated events at S phase entry Homo sapiens R-HSA-69656,1/69,0.033976614095502,0.0552708074258904,0,0,32.552287581699346,110.09453231300331,PSMD10
Reactome_2016,Switching of origins to a post-replicative state Homo sapiens R-HSA-69052,1/70,0.0344612964819566,0.0552708074258904,0,0,32.07890499194847,108.03913520130236,PSMD10
Reactome_2016,Orc1 removal from chromatin Homo sapiens R-HSA-68949,1/70,0.0344612964819566,0.0552708074258904,0,0,32.07890499194847,108.03913520130236,PSMD10
Reactome_2016,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1 Homo sapiens R-HSA-174178,1/71,0.0349457600054768,0.0552708074258904,0,0,31.61904761904762,106.04896194083372,PSMD10
Reactome_2016,Cdc20:Phospho-APC/C mediated degradation of Cyclin A Homo sapiens R-HSA-174184,1/71,0.0349457600054768,0.0552708074258904,0,0,31.61904761904762,106.04896194083372,PSMD10
Reactome_2016,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint Homo sapiens R-HSA-179419,1/72,0.0354300047601861,0.0552708074258904,0,0,31.172143974960875,104.12107765370268,PSMD10
Reactome_2016,Removal of licensing factors from origins Homo sapiens R-HSA-69300,1/72,0.0354300047601861,0.0552708074258904,0,0,31.172143974960875,104.12107765370268,PSMD10
Reactome_2016,APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176409,1/74,0.0363978383040335,0.0557509947045699,0,0,30.315068493150687,100.4412761916998,PSMD10
Reactome_2016,Cytokine Signaling in Immune system Homo sapiens R-HSA-1280215,2/620,0.0366096818297069,0.0557509947045699,0,0,7.836569579288026,25.919003615292414,PSMD10;PTK2
Reactome_2016,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176814,1/75,0.0368814272661001,0.0557509947045699,0,0,29.903903903903903,98.68429377205668,PSMD10
Reactome_2016,Regulation of DNA replication Homo sapiens R-HSA-69304,1/75,0.0368814272661001,0.0557509947045699,0,0,29.903903903903903,98.68429377205668,PSMD10
Reactome_2016,Regulation of APC/C activators between G1/S and early anaphase Homo sapiens R-HSA-176408,1/79,0.0388135997677023,0.0581539675579775,0,0,28.36467236467237,92.15638325126108,PSMD10
Reactome_2016,Opioid Signalling Homo sapiens R-HSA-111885,1/81,0.039778377237952,0.0581539675579775,0,0,27.65277777777778,89.16449601956255,PDE4C
Reactome_2016,Degradation of beta-catenin by the destruction complex Homo sapiens R-HSA-195253,1/82,0.0402604390785998,0.0581539675579775,0,0,27.310013717421125,87.73030443537515,PSMD10
